epoch,accuracy,learning_rate,loss,top3_acc,val_accuracy,val_loss,val_top3_acc
0,0.035891998559236526,0.0010000000474974513,7.147854328155518,0.09354060888290405,0.048056308180093765,6.836493968963623,0.09727789461612701
1,0.054129328578710556,0.0010000000474974513,6.590198993682861,0.11257035285234451,0.057098910212516785,6.499284267425537,0.12137597054243088
2,0.06453567743301392,0.0010000000474974513,6.2330145835876465,0.1308659464120865,0.07238743454217911,6.204617500305176,0.14691898226737976
